"746233451128029205","日本語 / amaチャット"
"741373897319907467","日本語 / ゲーム全般"
"741486931942178856","日本語 / ルール"
"737196589206077451","日本語 / 雑談"
"741373780903067709","日本語 / 百英雄伝"
